series	booktitle	year	title	abstract	authors	pdf1page	pdfarticle
Revue des Nouvelles Technologies de l'Information	EGC	2010	Indexation et recherche d'images à très grande échelle avec une AFC incrémentale et parallèle sur GPU	Nous présentons un nouvel algorithme incrémental et parallèled'analyse factorielle des correspondances (AFC) pour la recherche d'images àgrande échelle en utilisant le processeur de la carte graphique (GPU). L'AFCest adaptée à la recherche d'images par le contenu en utilisant des descripteurslocaux des images (SIFT). L'AFC permet de réduire le nombre de dimensionset de découvrir des thèmes qui permettent de diminuer le nombre d'images àparcourir et donc le temps de réponse d'une requête. Pour traiter de trèsgrandes bases d'images, nous présentons une version incrémentale et parallèled'AFC, puis nous utilisons ses indicateurs pour construire des fichiers inverséspour retrouver les images contenant les mêmes thèmes que l'image requête.Cette étape est elle aussi parallélisée sur GPU pour obtenir des réponsesrapides. Les résultats numériques sur la base de données d'images Nistér-Stewénius plongée dans 1 million d'images de FlickR montrent que notrealgorithme incrémental et parallèle est très significativement plus rapide que saversion standard	Nguyen-Khang Pham, François Poulet, Annie Morin, Patrick Gros	http://editions-rnti.fr/render_pdf.php?p1&p=1001281	http://editions-rnti.fr/render_pdf.php?p=1001281
Revue des Nouvelles Technologies de l'Information	EGC	2010	Indice de complexité pour le tri et la comparaison de séquences catégorielles	Cet article1 propose un nouvel indice de la complexité de séquencescatégorielles. Bien que conçu pour des séquences représentant des trajectoiresbiographiques telles que celles rencontrées dans les sciences sociales, il s'appliqueà tous types de listes ordonnées d'états. L'indice prend en compte deuxaspects distincts, soit la complexité induite par l'ordonnancement des états successifsqui est mesurée par le nombre de transitions (changements d'état) et lacomplexité liée à la distribution des états dont rend compte l'entropie	Alexis Gabadinho, Gilbert Ritschard, Matthias Studer, Nicolas S. Müller	http://editions-rnti.fr/render_pdf.php?p1&p=1001267	http://editions-rnti.fr/render_pdf.php?p=1001267
Revue des Nouvelles Technologies de l'Information	EGC	2010	Inférence Bayesienne du Maximum d'Entropie pour le Diagnostic du Cancer		Fadi Dornaika, Fadi Chakik	http://editions-rnti.fr/render_pdf.php?p1&p=1001423	http://editions-rnti.fr/render_pdf.php?p=1001423
Revue des Nouvelles Technologies de l'Information	EGC	2010	Intégration de Connaissances a Priori dans le Principe du Maximum d'Entropie	Cet article montre que si l'on dispose d'une connaissance a priori surle problème en main, l'intégration de cette dernière dans le processus d'apprentissaged'une machine intelligente pour des tâches de classification peut améliorerla performance de cette machine. Nous étudions l'effet de l'intégration de laconnaissance a priori de convexité sur le processus d'apprentissage du principedu Maximum d'Entropie (MaxEnt) en utilisant des exemples virtuels. Nous testonsles idées proposées sur un problème benchmark bien connu dans la littératuredes machines d'apprentissage, le problème de formes d'ondes de Breiman.Nous avons abouti à un taux d'erreur de généralisation de 15.57% qui est trèsproche du taux d'erreur théorique estimé par Breiman (14%).	Fadi Chakik, Fadi Dornaika	http://editions-rnti.fr/render_pdf.php?p1&p=1001356	http://editions-rnti.fr/render_pdf.php?p=1001356
Revue des Nouvelles Technologies de l'Information	EGC	2010	Intégration interactive de contraintes pour la réduction de dimensions et la visualisation	Il existe aujourd'hui de nombreuses méthodes de réduction de dimensions,que ce soit dans un cadre supervisé ou non supervisé. L'un des intérêts deces méthodes est de pouvoir visualiser les données, avec pour objectif que lesobjets qui apparaissent "visuellement" proches soient similaires, dans un sensqui correspond aux connaissances d'un expert du domaine ou qui soit conformeaux informations de supervision. Nous nous plaçons ici dans un contexte semisuperviséoù des connaissances sont ajoutées de façon interactive : ces informationsseront apportées sous forme de contraintes exprimant les écarts entrela représentation observée et les connaissances d'un expert. Nous pourrons parexemple spécifier que deux objets proches dans l'espace d'observation sont enfait peu similaires, ou inversement. La méthode utilisée ici dérive de l'analyseen composantes principales (ACP), à laquelle nous proposons d'intégrer deuxtypes de contraintes. Nous présentons une méthode de résolution qui a été implémentéedans un logiciel offrant une représentation 3D des données et grâceauquel l'utilisateur peut ajouter des contraintes de manière interactive, puis visualiserles modifications induites par ces contraintes. Deux types d'expérimentationsont présentés, reposant respectivement sur un jeu de données synthétiqueet sur des jeux standards : ces tests montrent qu'une représentation de bonnequalité peut être obtenue avec un nombre limité de contraintes ajoutées.	Guillaume Cleuziou, Frédéric Moal, Lionel Martin, Matthieu Exbrayat	http://editions-rnti.fr/render_pdf.php?p1&p=1001320	http://editions-rnti.fr/render_pdf.php?p=1001320
Revue des Nouvelles Technologies de l'Information	EGC	2010	Interrogation des résumés de flux de données	Les systèmes de gestion de flux de données (SGFD) ont été conçusafin de traiter une masse importante de données produites en ligne de façoncontinue. Etant donné que les ressources matérielles ne permettent pas de conservertoute cette volumétrie, seule la partie récente du flux est mémorisée dans lamémoire du SGFD. Ainsi, les requêtes évaluées par ces systèmes ne peuvent porterque sur les données les plus récentes du flux. Par conséquent, les SGFD actuelsne peuvent pas traiter des requêtes qui portent sur des périodes très longues.Nous proposons dans cet article, une approche permettant d'évaluer des requêtesqui portent sur une période plus longue que la mémoire du SGFD. Ces fenêtresfont appels à des données récentes et des données historisées. Nous présentonsle niveau logique de cette approche ainsi que son implantation sous le SGFD Esper.Une technique d'échantillonnage associée à une technique de fenêtre pointde repère est appliquée pour conserver une représentation compacte des donnéesdu flux.	Nesrine Gabsi, Fabrice Clérot, Georges Hébrail	http://editions-rnti.fr/render_pdf.php?p1&p=1001300	http://editions-rnti.fr/render_pdf.php?p=1001300
Revue des Nouvelles Technologies de l'Information	EGC	2010	K-WORDS LAB : un outil d'analyse des mots clés permettant d'explorer les dynamiques d'un domaine scientifique.		Audrey Baneyx, Philippe Breucker	http://editions-rnti.fr/render_pdf.php?p1&p=1001376	http://editions-rnti.fr/render_pdf.php?p=1001376
Revue des Nouvelles Technologies de l'Information	EGC	2010	KGRAM: une machine abstraite de graphes de connaissance	Cet article présente la machine abstraite de graphes de connaissanceKGRAM qui unifie les notions d'homomorphisme de graphe et de calcul de requêtestelles que celles du langage SPARQL sur des données RDF. KGRAMimplémente un ensemble extensible d'expressions qui définissent une famille delangages abstraits d'interrogation de graphes, GRAAL. Nous décrivons la sémantiquedynamique de GRAAL en Sémantique Naturelle et nous présentons lamachine abstraite KGRAM conçue comme l'interprète de GRAAL, qui implémenteles règles de sémantique naturelle du langage.	Olivier Corby, Catherine Faron-Zucker	http://editions-rnti.fr/render_pdf.php?p1&p=1001328	http://editions-rnti.fr/render_pdf.php?p=1001328
Revue des Nouvelles Technologies de l'Information	EGC	2010	Le conflit dans la théorie des fonctions de croyance	Le conflit apparaît naturellement lorsque plusieurs sources d'informationsimparfaites sont en jeu. La théorie des fonctions de croyance offre unformalisme adapté à la fusion d'informations dans lequel la considération duconflit est centrale. Ce travail propose de revenir sur les différentes définitionsdu conflit dans cette théorie, tentant de les synthétiser et de montrer commentsupprimer ce conflit, ou bien comment en tenir compte lors de la combinaisondes informations.	Arnaud Martin	http://editions-rnti.fr/render_pdf.php?p1&p=1001411	http://editions-rnti.fr/render_pdf.php?p=1001411
Revue des Nouvelles Technologies de l'Information	EGC	2010	Modèle de Langue à base de Concepts pour la Recherche d'Information	La majorité des modèles de langue appliqués à la recherched'information repose sur l'hypothèse d'indépendance des mots.Plus précisément, ces modèles sont estimés à partir des mots simplesapparaissant dans les documents sans considérer les éventuelles relationssémantiques et conceptuelles. Pour pallier ce problème, deux grandesapproches ont été explorées : la première intègre des dépendances d'ordresurfacique entre les mots, et la seconde repose sur l'utilisation des ressourcessémantiques pour capturer les dépendances entre les mots. Le modèle delangue que nous présentons dans cet article s'inscrit dans la seconde approche.Nous proposons d'intégrer les dépendances entre les mots en représentant lesdocuments et les requêtes par les concepts.	Lynda Said L'Hadj, Mohand Boughanem	http://editions-rnti.fr/render_pdf.php?p1&p=1001501	http://editions-rnti.fr/render_pdf.php?p=1001501
Revue des Nouvelles Technologies de l'Information	EGC	2010	Modélisation et interrogation de données XML multidimensionnelles	XML étant devenu omniprésent et ses techniques de stockage et d'interrogationde plus en plus efficaces, le nombre de cas d'utilisations de ces technologiesaugmente tous les jours. Un sujet prometteur est l'intégration d'XML etdes entrepôts de données, dans laquelle une base de données XML native stockeles données multidimensionnelles et exécute des requêtes OLAP écrites à l'aidedu langage d'interrogation XML XQuery. Ce papier explore les questions quipeuvent survenir lors de l'implémentation d'un tel entrepôt de données XML.	Boris Verhaegen, Esteban Zimányi, Serge Boucher	http://editions-rnti.fr/render_pdf.php?p1&p=1001327	http://editions-rnti.fr/render_pdf.php?p=1001327
Revue des Nouvelles Technologies de l'Information	EGC	2010	Mysins : Make Your Semantic INformation System		Anthony Ventresque, Thomas Cerqueus, Louis-Alexandre Celton, Gaëtan Hervouet, Damien Levin, Philippe Lamarre, Sylvie Cazalens	http://editions-rnti.fr/render_pdf.php?p1&p=1001382	http://editions-rnti.fr/render_pdf.php?p=1001382
Revue des Nouvelles Technologies de l'Information	EGC	2010	Objective Novelty of Association Rules: Measuring the Confidence Boost1	On sait bien que la confiance des régles d'association n'est pas vraimentsatisfaisant comme mésure d'interêt. Nous proposons, au lieu de la substituerpar des autres mésures (soit, en l'employant de façon conjointe a desautres mésures), évaluer la nouveauté de chaque régle par comparaison de saconfiance par rapport á des régles plus fortes qu'on trouve au même ensemblede données. C'est á dire, on considère un seuil “relative” de confiance au lieu duseuil absolute habituel. Cette idée se précise avec la magnitude du “confidenceboost”, mésurant l'increment rélative de confiance prés des régles plus fortes.Nous prouvons que nôtre proposte peut remplacer la “confidence width” et leblockage de régles employés a des publications précedentes.	José L Balcazar 	http://editions-rnti.fr/render_pdf.php?p1&p=1001308	http://editions-rnti.fr/render_pdf.php?p=1001308
Revue des Nouvelles Technologies de l'Information	EGC	2010	OSOM : un algorithme de construction de cartes topologiques recouvrantes	Les modèles de classification recouvrante ont montré leur capacité àgénérer une organisation plus fidèle aux données tout en conservant la simplificationattendue par une structuration en classes strictes. Par ailleurs les modèlesneuronaux non-supervisés sont plébiscités lorsqu'il s'agit de visualiser la structurede classes.Nous proposons dans cette étude d'étendre les cartes auto-organisatrices traditionnellesaux cartes auto-organisatrices recouvrantes. Nous montrons que cettenouvelle structure apporte des solutions à certaines problématiques spécifiquesen classification recouvrante (nombre de classes, complexité, cohérence des recouvrements).L'algorithme OSOM s'inspire de la version recouvrante des nuées dynamiqueset de l'approche de Kohonen pour générer de telles cartes recouvrantes. Nousdiscutons du modèle proposé d'un point de vue théorique (fonction d'énergieassociée, complexité, ...). Enfin nous présentons un cadre d'évaluation généraleque nous utilisons pour valider les résultats obtenus sur des données réelles.	Guillaume Cleuziou	http://editions-rnti.fr/render_pdf.php?p1&p=1001272	http://editions-rnti.fr/render_pdf.php?p=1001272
Revue des Nouvelles Technologies de l'Information	EGC	2010	Pattern Mining: The Past, Present, and Future	Pattern mining is one of the fundamental techniques in data mining. As one increases thecomplexity of the pattern types, from subsets, to subsequences, subtrees, and subgraphs, onediscovers potentially more informative patterns. In this talk I will offer a tour of the past andthe present research landscape in this area, and I'll conclude with some thoughts on directionsfor the future	Mohammed Zaki	http://editions-rnti.fr/render_pdf.php?p1&p=1001258	http://editions-rnti.fr/render_pdf.php?p=1001258
Revue des Nouvelles Technologies de l'Information	EGC	2010	PCAR : Nouvelle Approche de Génération de Règles d'Association Cycliques	Les règles d'association cycliques vise la découverte de nouvelles relationsentre des produits qui varient d'une façon régulièrement cyclique dans letemps. Dans ce cadre, nous introduisons, un nouvel algorithme nommé PCARcaractérisé par sa performance et son aspect incrémental. L'étude empirique quenous avons menée montre la robustesse et l'efficacité de notre algorithme proposévs. ceux de la littérature	Mohamed Salah Gouider, Eya Ben Ahmed	http://editions-rnti.fr/render_pdf.php?p1&p=1001415	http://editions-rnti.fr/render_pdf.php?p=1001415
Revue des Nouvelles Technologies de l'Information	EGC	2010	PGP-mc : extraction parallèle efficace de motifs graduels	Initialement utilisés pour les systèmes de commande, les règles et motifsgraduels (de la forme “plus une personne est âgée, plus son salaire est élevé”)trouvent de très nombreuses applications, par exemple dans les domainesde la biologie, des données en flots (e.g. issues de réseaux de capteurs), etc. Trèsrécemment, des algorithmes ont été proposés pour extraire automatiquementde tels motifs. Cependant, même si certains d'entre eux ont permis des gainsde performance importants, les algorithmes restent coûteux et ne permettentpas de traiter efficacement les bases de données réelles souvent très volumineuses(en nombre de lignes et/ou nombre d'attributs). Nous proposons doncdans cet article une méthode originale de recherche de ces motifs utilisant lemulti-threading pour exploiter au mieux les multiples coeurs présents dans laplupart des ordinateurs et serveurs actuels. L'efficacité de cette approche est validéepar une étude expérimentale.	Anne Laurent, Benjamin Négrevergne, Nicolas Sicard, Alexandre Termier	http://editions-rnti.fr/render_pdf.php?p1&p=1001336	http://editions-rnti.fr/render_pdf.php?p=1001336
Revue des Nouvelles Technologies de l'Information	EGC	2010	Prédiction de séries temporelles et applications à l'analyse de séquences vidéo		Rémi Auguste, Ahmed El Ghini, Ioan Marius Bilasco, Chabane Djeraba	http://editions-rnti.fr/render_pdf.php?p1&p=1001468	http://editions-rnti.fr/render_pdf.php?p=1001468
Revue des Nouvelles Technologies de l'Information	EGC	2010	PretopoLib: la librairie JAVA de la Prétopologie	PretopoLib est une librairie JAVA implémentant les concepts de laprétopologie. Son intérêt réside dans la représentation de structures de donnéespermettant la manipulation des données par des opérations ensemblistes.Celle-ci offre un cadre de développement d'algorithmes efficaces pour la fouillede données, l'apprentissage topologique et la modélisation des systèmes complexes.	Sofiane Ben Amor, Vincent Levorato	http://editions-rnti.fr/render_pdf.php?p1&p=1001405	http://editions-rnti.fr/render_pdf.php?p=1001405
Revue des Nouvelles Technologies de l'Information	EGC	2010	Proposition d'opérateurs OLAP pour un modèle multidimensionnel à base d'objets complexes		Doulkifli Boukraâ, Omar Boussaid	http://editions-rnti.fr/render_pdf.php?p1&p=1001407	http://editions-rnti.fr/render_pdf.php?p=1001407
Revue des Nouvelles Technologies de l'Information	EGC	2010	Proposition d'une méthode de classification associative adaptative	La classification associative est une méthode de prédiction à base derègles issue de la fouille de règles d'association. Cette méthode est particulièrementintéressante car elle recherche de façon exhaustive les règles d'associationpertinentes qu'elle filtre pour ne garder que les règles d'association de classe(celles admettant pour conséquent une modalité de classe), qui sont utiliséescomme classifieur. Les connaissances produites sont ainsi directement interprétables.Des études antérieures montrent les inconvénients de cette approche,qu'il s'agisse de la génération massive de règles non utilisées ou de la mauvaiseprédiction de la classe minoritaire lorsque les classes sont déséquilibrées.Nous proposons une approche originale du type boosting de règles d'associationde classes qui utilise comme classifieur faible une base de règles significativesconstruites par un algorithme de génération d'itemsets fréquents qui se limiteà l'extraction des seules règles de classe significatives et qui prend en comptele déséquilibre des données. Des comparaisons avec d'autres méthodes de classificationassociative montrent que notre approche améliore la précision et lerappel.	Emna Bahri, Stéphane Lallich	http://editions-rnti.fr/render_pdf.php?p1&p=1001346	http://editions-rnti.fr/render_pdf.php?p=1001346
Revue des Nouvelles Technologies de l'Information	EGC	2010	Protein Graph Repository	Protein Graph Repository (PGR) est i, outil bioinformatique sur le web permettant d'obtenir une nouvelle representation de protéines sous la forme de graphes d'acides aminés, une représentation plus simple et plus facile à étudier par les moyens informatiques et statistiques dédiés aux graphes. La génération des graphes est faite à partir d'un parseur appliqué sur des fichiers des protéines PDB extraits de la base Protein Data Bank et en precisant les parametres et la methode a utiliser. Les graphes generes sont ensuite enregistres dans un entrepot doté de moyens de recherche, de filtrage et de telechargement. PGR peut etre provisoirement consulte à l'adresse http://www.enode-edition.com/pgr/, il est spécialement dédié aux recherches intéressées à l'étude de données protéiques sous la forme de graphes et permettra donc de fournir des échantillons pour des travaux expérimentaux.	Wajdi Dhifli, Rabie Saidi	http://editions-rnti.fr/render_pdf.php?p1&p=1001403	http://editions-rnti.fr/render_pdf.php?p=1001403
Revue des Nouvelles Technologies de l'Information	EGC	2010	Recent Advances in Partitioning Clustering Algorithms for Interval-Valued Data		Francisco de Assis Tenório de Carvalho	http://editions-rnti.fr/render_pdf.php?p1&p=1001260	http://editions-rnti.fr/render_pdf.php?p=1001260
Revue des Nouvelles Technologies de l'Information	EGC	2010	Recherche sémantique sur le Web basée sur l'ontologie Modulaire et le raisonnement à base de cas	Dans ce papier, nous présentons une approche de recherche sémantiquebasée sur les ontologies modulaires et le raisonnement à base de cas(RaPC). Un cas représente l'ensemble des requêtes similaires associées à leursrésultats pertinents. Les ontologies modulaires sont utilisées pour représenteret indexer les cas qui sont construits sur la base des requêtes antérieures et lesrésultats pertinents sélectionnés par les utilisateurs. La similarité à based'ontologies est utilisée pour retrouver les cas similaires à la requête utilisateuret pour fournir à celui-ci des propositions de reformulation de requêtes correspondantsà son besoin. La principale contribution de ce travail réside dans l'utilisationd'un mécanisme de RaPC et une représentation ontologique à deuxfins: l'amélioration de la recherche sémantique et l'enrichissement d'ontologiesà partir de cas. L'expérimentation de l'approche proposée montre que la précisionet le rappel des résultats se sont nettement améliorés.	Nesrine Ben Mustapha, Hajer Baazaoui Zghal, Marie-Aude Aufaure, Henda Ben Ghézala	http://editions-rnti.fr/render_pdf.php?p1&p=1001457	http://editions-rnti.fr/render_pdf.php?p=1001457
Revue des Nouvelles Technologies de l'Information	EGC	2010	Reconnaissance de concepts basée sur l'apprentissage		Wahiba Ben Abdessalem Karaa, Bilel Bouchamia	http://editions-rnti.fr/render_pdf.php?p1&p=1001410	http://editions-rnti.fr/render_pdf.php?p=1001410
Revue des Nouvelles Technologies de l'Information	EGC	2010	Réduction bi-directionnelle d'images - Vers une méthode d'extraction de caractéristiques multi-niveaux	Inspiré des performances du cerveau humain à identifier les élémentspar la vue, le problème de la réduction de la dimension dans le domaine de laperception visuelle consiste à extraire une quantité réduite des caractéristiquesd'un ensemble d'images afin de les identifier.Ce papier présente une approche innovante bi-directionnelle d'extraction de caractéristiquesd'images fondée sur l'utilisation partielle d'une méthode spatiotemporelle.Les expériences numériques appliquées sur 70000 images représentantdes chiffres écrits à la main ainsi que sur 698 images illustrant un visagesous différentes postures démontrent l'efficacité de notre approche à fortementréduire la dimension tout en conservant les relations intelligibles entre les objetsdes données, permettant même d'obtenir une meilleure classification à partir desversions réduites des images qu'à partir des versions originales	Marc Joliveau	http://editions-rnti.fr/render_pdf.php?p1&p=1001279	http://editions-rnti.fr/render_pdf.php?p=1001279
Revue des Nouvelles Technologies de l'Information	EGC	2010	REGLO : une nouvelle stratégie pour résumer un flux de séries temporelles	Les flux de séries temporelles sont aujourd'hui produits dans de nombreuxdomaines comme la finance (Zhu et Shasha (2002)), la surveillance deréseaux (Borgne et al. (2007); Airoldi et Faloutsos (2004)), la gestion de l'historiquedes usages fréquents (Giannella et al. (2003); Teng et al. (2003)), etc.Résumer de tels flux est devenu un domaine important qui permet de surveilleret d'enregistrer des informations fiables sur les séries observées. À ce jour, lamajorité des algorithmes de ce domaine s'est concentrée sur des résumés séparéset indépendants (Giannella et al. (2003); Zhu et Shasha (2002); Chen et al.(2002)), en accordant à chaque série le même espace en mémoire. Toutefois, lagestion de cet espace mémoire est un sujet important pour les flux de donnéeset une stratégie accordant la même quantité de mémoire à chaque série n'est pasforcément appropriée. Dans cet article, nous considérons que les séries doiventêtre en compétition vis à vis de l'espace mémoire, selon leur besoin de précision.Ainsi, nous proposons : (1) une stratégie de gestion de l'espace mémoireoptimisée et (2) une nouvelle méthode de résumé des séries temporelles par approximation.Dans ce but, nous observons à la fois l'erreur globale et les erreurslocales. La répartition de la mémoire suit les étapes suivantes : (1) recherchede la séquence la mieux représentée et (2) recherche de la partie à compresseren minimisant l'erreur. Nos expérimentations sur des données réelles montrentl'efficacité et la pertinence de notre approche.	Florent Masseglia, Alice Marascu, Yves Lechevallier	http://editions-rnti.fr/render_pdf.php?p1&p=1001294	http://editions-rnti.fr/render_pdf.php?p=1001294
Revue des Nouvelles Technologies de l'Information	EGC	2010	Regrouper les données textuelles et nommer les groupes à l'aide de classes recouvrantes	Organiser les données textuelles et en tirer du sens est un défi majeuraujourd'hui. Ainsi, lorsque l'on souhaite analyser un débat en ligne ou unforum de discussion, on voudrait pouvoir rapidement voir quels sont les principauxthèmes abordés et la manière dont la discussion se structure autour d'eux.Pour cela, et parce que un même texte peut être associé à plusieurs thèmes, nousproposons une méthode originale pour regrouper les données textuelles en autorisantles chevauchements et pour nommer chaque groupe de manière lisible.La contribution principale de cet article est une méthode globale qui permet deréaliser toute la chaîne, partant des données textuelles brutes jusqu'à la caractérisationdes groupes à un niveau sémantique qui dépasse le simple ensemble demots.	Marian-Andrei Rizoiu, Julien Velcin, Jean-Hugues Chauchat	http://editions-rnti.fr/render_pdf.php?p1&p=1001361	http://editions-rnti.fr/render_pdf.php?p=1001361
Revue des Nouvelles Technologies de l'Information	EGC	2010	Requêtes skyline avec prise en compte des préférences utilisateurs pour des données volumineuses	Appréhender, parcourir des données ou des connaissances reste unetâche difficile en particulier lorsque les utilisateurs sont confrontés à de gros volumesde données. De nombreux travaux se sont intéressés à extraire des points"skylines" comme outil de restitution. La prise en compte des préférences a retenul'attention des travaux les plus récents mais les solutions existantes restenttrès consommatrices en terme de stockage d'informations additionnelles afind'obtenir des délais raisonnables de réponse aux requêtes. Notre proposition,EC2Sky (Efficient computation of compromises), se focalise sur deux points :(1) comment répondre efficacement à des requêtes de type skyline en présencede préférences utilisateurs malgré de gros volumes de données (aussi bien enterme de dimensions que de préférences) ; (2) comment restituer les connaissancesles plus pertinentes en soulignant les compromis associés aux préférencesspécifiées.	Tassadit Bouadi, Sandra Bringay, Pascal Poncelet, Maguelonne Teisseire	http://editions-rnti.fr/render_pdf.php?p1&p=1001325	http://editions-rnti.fr/render_pdf.php?p=1001325
Revue des Nouvelles Technologies de l'Information	EGC	2010	Résumé généraliste de flux de données	Lorsque le volume des données est trop important pour qu'elles soient stockéesdans une base de données, ou lorsque leur fréquence de production est élevée, les Systèmesde Gestion de Flux de Données (SGFD) permettent de capturer des flux d'enregistrementsstructurés et de les interroger à la volée par des requêtes permanentes (exécutées de façoncontinue). Mais les SGFD ne conservent pas l'historique des flux qui est perdu à jamais.Cette communication propose une définition formelle de ce que devrait être un résumé généralistede flux de données. La notion de résumé généraliste est liée à la capacité de répondreà des requêtes variées et de réaliser des tâches variées de fouille de données, en utilisant lerésumé à la place du flux d'origine. Une revue de plusieurs approches de résumés est ensuiteréalisée dans le cadre de cette définition.	Christine Potier, Georges Hébrail	http://editions-rnti.fr/render_pdf.php?p1&p=1001301	http://editions-rnti.fr/render_pdf.php?p=1001301
Revue des Nouvelles Technologies de l'Information	EGC	2010	RSS Merger		Fekade Getahun, Richard Chbeir	http://editions-rnti.fr/render_pdf.php?p1&p=1001396	http://editions-rnti.fr/render_pdf.php?p=1001396
Revue des Nouvelles Technologies de l'Information	EGC	2010	SALINES : un automate au service de l'extraction de motifs séquentiels multidimensionnels	Les entrepôts de données occupent aujourd'hui une place centrale dans le processus décisionnel.Outre leur consultation, une des finalités des entrepôts est de servir de socle aux techniquesde fouilles de données. Malheureusement, les approches existantes exploitent peu les particularitésdes entrepôts (multidimensionnalité, hiérarchies et données historiques). Parmi ces méthodes, l'extractionde motifs séquentiels multidimensionnels a récemment été étudiée. Nous montrons dans cetarticle que ces dernières ne tirent pas pleinement profit des hiérarchies et ne découvrent par conséquentqu'une partie seulement des motifs qualitativement intéressants. Nous proposons alors uneméthode d'extraction de motifs séquentiels multidimensionnels basée sur un automate et extrayantde nouveaux motifs. Les différentes expérimentations menées sur des jeux de données synthétiquesattestent des bonnes performances de notre proposition.	Yoann Pitarch, Lionel Vinceslas, Anne Laurent, Pascal Poncelet, Jean-Emile Symphor	http://editions-rnti.fr/render_pdf.php?p1&p=1001265	http://editions-rnti.fr/render_pdf.php?p=1001265
Revue des Nouvelles Technologies de l'Information	EGC	2010	Sélection par entropie de descripteurs textuels pour la catégorisation de documents		Christophe Moulin, Christine Largeron	http://editions-rnti.fr/render_pdf.php?p1&p=1001406	http://editions-rnti.fr/render_pdf.php?p=1001406
Revue des Nouvelles Technologies de l'Information	EGC	2010	Self-Clustering for Identification of Customer Purchase Behaviours	La segmentation d'une base client peut avoir différents objectifs etplusieurs segmentation peuvent être utiles pour décrire les clients ou pour s'adapteravec les stratégies commerciales d'une entreprise. Dans ce papier, nous présentonsun schéma expérimental visant à proposer un ensemble de segmentationsalternatives. Ces segmentations sont produites sur des données réelles par latransformation des données initiales, la génération et la sélection de différentessegmentations.	Guillem Lefait, Gilles Goncalves, M. Tahar Kechadi	http://editions-rnti.fr/render_pdf.php?p1&p=1001273	http://editions-rnti.fr/render_pdf.php?p=1001273
Revue des Nouvelles Technologies de l'Information	EGC	2010	SequencesViewer : comment rendre accessible des motifs séquentiels de gènes trop nombreux	Les techniques d'extraction de connaissances appliquées aux gros volumesde données, issus de l'analyse de puces ADN, permettent de découvrirdes connaissances jusqu'alors inconnues. Or, ces techniques produisent de trèsnombreux résultats, difficilement exploitables par les experts. Nous proposonsun outil dédié à l'accompagnement de ces experts dans l'appropriation et l'exploitationde ces résultats. Cet outil est basé sur trois techniques de visualisation(nuages, systèmes solaire et treemap) qui permettent aux biologistes d'appréhenderde grandes quantités de motifs séquentiels (séquences ordonnées de gènes).	Arnaud Sallaberry, Nicolas Pecheur, Sandra Bringay, Mathieu Roche, Maguelonne Teisseire	http://editions-rnti.fr/render_pdf.php?p1&p=1001322	http://editions-rnti.fr/render_pdf.php?p=1001322
Revue des Nouvelles Technologies de l'Information	EGC	2010	SIAM: Système d'Indexation des Articles Médicaux		Jihen Majdoubi, Mohamed Tmar, Faïez Gargouri	http://editions-rnti.fr/render_pdf.php?p1&p=1001447	http://editions-rnti.fr/render_pdf.php?p=1001447
Revue des Nouvelles Technologies de l'Information	EGC	2010	Simplification de données de vol pour un stockage optimal et une visualisation accélérée	Le projet RECORDS (collaboration entre industriels et université) apour objectif de développer une infrastructure de service sécurisée pour assurerle suivi et l'analyse des conditions d'utilisation d'aéronefs. Chaque aéronefest muni de capteurs. Au cours de chaque mission (vol) les données mesuréessont enregistrées localement. Ces dernières sont par la suite transférées dansune base de données centralisée à des fins d'analyse. Le problème rencontré estla grande quantité de données ainsi enregistrées, ce qui en rend l'exploitationdifficile. Dans cet article, nous proposons des techniques de compression et desimplification de données avec un taux de perte contrôlé. Nos expérimentationsmontrent des gains drastiques en volumétrie avec de très faibles pertes d'informations.Ceci représente une première étape avant d'appliquer des techniquesd'extraction de connaissances.	Ibrahim Chahid, Loic Martin, Sofian Maabout, Mohamed Mosbah	http://editions-rnti.fr/render_pdf.php?p1&p=1001324	http://editions-rnti.fr/render_pdf.php?p=1001324
Revue des Nouvelles Technologies de l'Information	EGC	2010	SimTole	La plateforme SimTOLE est dédiee a l'evaluation d'algorithmes d'alignement d'ontologies heterogenes et reparties a travers un reseau pair a pair (P2P). Cette plateforme permet de simuler un réseau P2P dans lequel chaque pair dispose de sa propre ontologie ainsi que des outils permettant l'alignement entre l'ontologie locale et une ontologie stockée sur un pair distant. Le developpement de cette plateforme s'inscrit dans le cadre de travaux de recherche étudiant l'impact de la topologie du réseau P2P dans le processus d'inférence de correspondances sémantiques. Durant cette démonstration, la plateforme simTole est présentée puis testée pour illustrer des scénarii montrant comment affiner le processus d'alignement d'ontologies dans un réseau P2P.	Nicolas Lumineau, Lionel Médini	http://editions-rnti.fr/render_pdf.php?p1&p=1001390	http://editions-rnti.fr/render_pdf.php?p=1001390
