,series,booktitle,year,title,abstract,authors,pdf1page,pdfarticle,titleLemma,abstractLemma
679,Revue des Nouvelles Technologies de l'Information,EGC,2010,Proposition d'opérateurs OLAP pour un modèle multidimensionnel à base d'objets complexes,,"Doulkifli Boukraâ, Omar Boussaid",http://editions-rnti.fr/render_pdf.php?p1&p=1001407,http://editions-rnti.fr/render_pdf.php?p=1001407,proposition d'opérateurs olap modèle multidimensionnel base d'objets complexe,
680,Revue des Nouvelles Technologies de l'Information,EGC,2010,Proposition d'une méthode de classification associative adaptative,"La classification associative est une méthode de prédiction à base derègles issue de la fouille de règles d'association. Cette méthode est particulièrementintéressante car elle recherche de façon exhaustive les règles d'associationpertinentes qu'elle filtre pour ne garder que les règles d'association de classe(celles admettant pour conséquent une modalité de classe), qui sont utiliséescomme classifieur. Les connaissances produites sont ainsi directement interprétables.Des études antérieures montrent les inconvénients de cette approche,qu'il s'agisse de la génération massive de règles non utilisées ou de la mauvaiseprédiction de la classe minoritaire lorsque les classes sont déséquilibrées.Nous proposons une approche originale du type boosting de règles d'associationde classes qui utilise comme classifieur faible une base de règles significativesconstruites par un algorithme de génération d'itemsets fréquents qui se limiteà l'extraction des seules règles de classe significatives et qui prend en comptele déséquilibre des données. Des comparaisons avec d'autres méthodes de classificationassociative montrent que notre approche améliore la précision et lerappel.","Emna Bahri, Stéphane Lallich",http://editions-rnti.fr/render_pdf.php?p1&p=1001346,http://editions-rnti.fr/render_pdf.php?p=1001346,proposition d'une méthode classification associative adaptative,"la classification associative méthode prédiction base derègles issue fouille règle d'association . cette méthode particulièrementintéressante rechercher façon exhaustive règle d'associationpertinentes qu'elle filtrer garder règle d'association classe ( celles admettre conséquent modalité classe ) , utiliséescomme classifieur . les connaissance produire ainsi directement interprétables.des étude antérieures montrer inconvénient approche , qu'il s'agisse génération massive règle non utiliser mauvaiseprédiction classe minoritaire lorsque classe déséquilibrées.nous proposer approche original type boosting règle d'associationde classe utiliser classifieur faible base règle significativesconstruites algorithme génération d'itemsets fréquents limiteà l'extraction seules règle classe significatives prendre comptele déséquilibre donnée . des comparaison d'autres méthode classificationassociative montrer approche améliorer précision lerappel ."
681,Revue des Nouvelles Technologies de l'Information,EGC,2010,Protein Graph Repository,"Protein Graph Repository (PGR) est i, outil bioinformatique sur le web permettant d'obtenir une nouvelle representation de protéines sous la forme de graphes d'acides aminés, une représentation plus simple et plus facile à étudier par les moyens informatiques et statistiques dédiés aux graphes. La génération des graphes est faite à partir d'un parseur appliqué sur des fichiers des protéines PDB extraits de la base Protein Data Bank et en precisant les parametres et la methode a utiliser. Les graphes generes sont ensuite enregistres dans un entrepot doté de moyens de recherche, de filtrage et de telechargement. PGR peut etre provisoirement consulte à l'adresse http://www.enode-edition.com/pgr/, il est spécialement dédié aux recherches intéressées à l'étude de données protéiques sous la forme de graphes et permettra donc de fournir des échantillons pour des travaux expérimentaux.","Wajdi Dhifli, Rabie Saidi",http://editions-rnti.fr/render_pdf.php?p1&p=1001403,http://editions-rnti.fr/render_pdf.php?p=1001403,Protein Graph Repository,"protein graph repository ( pgr ) i , outil bioinformatique web permettre d'obtenir nouveau representation protéine former graphe d'acides aminer , représentation plus simple plus facile étudier moyens informatique statistique dédier graphe . la génération graphe faire partir d'un parseur appliquer fichier protéine pdb extrait base protein data bank precisant parametres methode utiliser . les graphe generes ensuite enregistres entrepot doter moyens recherche , filtrage telechargement . pgr etre provisoirement consulte l'adresse http : //www.enode-edition.com/pgr/ , spécialement dédier recherche intéressé l'étude donnée protéiques former graphe permettre fournir échantillon travaux expérimentaux ."
682,Revue des Nouvelles Technologies de l'Information,EGC,2010,Recent Advances in Partitioning Clustering Algorithms for Interval-Valued Data,,Francisco de Assis Tenório de Carvalho,http://editions-rnti.fr/render_pdf.php?p1&p=1001260,http://editions-rnti.fr/render_pdf.php?p=1001260,Recent Advances in Partitioning Clustering Algorithms for Interval-Valued Data,
683,Revue des Nouvelles Technologies de l'Information,EGC,2010,Recherche sémantique sur le Web basée sur l'ontologie Modulaire et le raisonnement à base de cas,"Dans ce papier, nous présentons une approche de recherche sémantiquebasée sur les ontologies modulaires et le raisonnement à base de cas(RaPC). Un cas représente l'ensemble des requêtes similaires associées à leursrésultats pertinents. Les ontologies modulaires sont utilisées pour représenteret indexer les cas qui sont construits sur la base des requêtes antérieures et lesrésultats pertinents sélectionnés par les utilisateurs. La similarité à based'ontologies est utilisée pour retrouver les cas similaires à la requête utilisateuret pour fournir à celui-ci des propositions de reformulation de requêtes correspondantsà son besoin. La principale contribution de ce travail réside dans l'utilisationd'un mécanisme de RaPC et une représentation ontologique à deuxfins: l'amélioration de la recherche sémantique et l'enrichissement d'ontologiesà partir de cas. L'expérimentation de l'approche proposée montre que la précisionet le rappel des résultats se sont nettement améliorés.","Nesrine Ben Mustapha, Hajer Baazaoui Zghal, Marie-Aude Aufaure, Henda Ben Ghézala",http://editions-rnti.fr/render_pdf.php?p1&p=1001457,http://editions-rnti.fr/render_pdf.php?p=1001457,recherche sémantique web baser l'ontologie modulaire raisonnement base cas,"dans papier , présenter approche recherche sémantiquebasée ontologie modulaires raisonnement base cas ( rapc ) . un cas représenter l'ensemble requête similaires associées leursrésultats pertinents . les ontologie modulaires utiliser représenteret indexer cas construire base requête antérieures lesrésultats pertinents sélectionner utilisateur . la similarité based'ontologies utiliser retrouver cas similaires requêter utilisateuret fournir celui-ci proposition reformulation requête correspondantsà besoin . la principale contribution travail résider l'utilisationd'un mécanisme rapc représentation ontologique deuxfins : l'amélioration recherche sémantique l'enrichissement d'ontologiesà partir cas . l'expérimentation l'approche proposer montrer précisionet rappel résultat nettement améliorer ."
684,Revue des Nouvelles Technologies de l'Information,EGC,2010,Reconnaissance de concepts basée sur l'apprentissage,,"Wahiba Ben Abdessalem Karaa, Bilel Bouchamia",http://editions-rnti.fr/render_pdf.php?p1&p=1001410,http://editions-rnti.fr/render_pdf.php?p=1001410,reconnaissance concept baser l'apprentissage,
685,Revue des Nouvelles Technologies de l'Information,EGC,2010,Réduction bi-directionnelle d'images - Vers une méthode d'extraction de caractéristiques multi-niveaux,"Inspiré des performances du cerveau humain à identifier les élémentspar la vue, le problème de la réduction de la dimension dans le domaine de laperception visuelle consiste à extraire une quantité réduite des caractéristiquesd'un ensemble d'images afin de les identifier.Ce papier présente une approche innovante bi-directionnelle d'extraction de caractéristiquesd'images fondée sur l'utilisation partielle d'une méthode spatiotemporelle.Les expériences numériques appliquées sur 70000 images représentantdes chiffres écrits à la main ainsi que sur 698 images illustrant un visagesous différentes postures démontrent l'efficacité de notre approche à fortementréduire la dimension tout en conservant les relations intelligibles entre les objetsdes données, permettant même d'obtenir une meilleure classification à partir desversions réduites des images qu'à partir des versions originales",Marc Joliveau,http://editions-rnti.fr/render_pdf.php?p1&p=1001279,http://editions-rnti.fr/render_pdf.php?p=1001279,réduction bi-directionnelle d'images - ver méthode d'extraction caractéristique multi-niveaux,"inspirer performance cerveau humain identifier élémentspar vue , problème réduction dimension domaine laperception visuel consister extraire quantité réduite caractéristiquesd'un ensemble d'images afin identifier.ce papier présent approche innovante bi-directionnelle d'extraction caractéristiquesd'images fondé l'utilisation partielle d'une méthode spatiotemporelle.les expérience numériques appliquer 70000 image représentantdes chiffre écrit main ainsi 698 image illustrer visagesous différentes posture démontrer l'efficacité approche fortementréduire dimension conserver relation intelligibles entre objetsdes donnée , permettre d'obtenir meilleur classification partir desversions réduites image qu'à partir version original"
686,Revue des Nouvelles Technologies de l'Information,EGC,2010,REGLO : une nouvelle stratégie pour résumer un flux de séries temporelles,"Les flux de séries temporelles sont aujourd'hui produits dans de nombreuxdomaines comme la finance (Zhu et Shasha (2002)), la surveillance deréseaux (Borgne et al. (2007); Airoldi et Faloutsos (2004)), la gestion de l'historiquedes usages fréquents (Giannella et al. (2003); Teng et al. (2003)), etc.Résumer de tels flux est devenu un domaine important qui permet de surveilleret d'enregistrer des informations fiables sur les séries observées. À ce jour, lamajorité des algorithmes de ce domaine s'est concentrée sur des résumés séparéset indépendants (Giannella et al. (2003); Zhu et Shasha (2002); Chen et al.(2002)), en accordant à chaque série le même espace en mémoire. Toutefois, lagestion de cet espace mémoire est un sujet important pour les flux de donnéeset une stratégie accordant la même quantité de mémoire à chaque série n'est pasforcément appropriée. Dans cet article, nous considérons que les séries doiventêtre en compétition vis à vis de l'espace mémoire, selon leur besoin de précision.Ainsi, nous proposons : (1) une stratégie de gestion de l'espace mémoireoptimisée et (2) une nouvelle méthode de résumé des séries temporelles par approximation.Dans ce but, nous observons à la fois l'erreur globale et les erreurslocales. La répartition de la mémoire suit les étapes suivantes : (1) recherchede la séquence la mieux représentée et (2) recherche de la partie à compresseren minimisant l'erreur. Nos expérimentations sur des données réelles montrentl'efficacité et la pertinence de notre approche.","Florent Masseglia, Alice Marascu, Yves Lechevallier",http://editions-rnti.fr/render_pdf.php?p1&p=1001294,http://editions-rnti.fr/render_pdf.php?p=1001294,reglo : nouveau stratégie résumer flux série temporelles,"les flux série temporelles aujourd'hui produit nombreuxdomaines financer ( zhu shasha ( 2002 ) ) , surveillance deréseaux ( borgne al . ( 2007 ) ; airoldi faloutsos ( 2004 ) ) , gestion l'historiquedes usage fréquents ( giannella al . ( 2003 ) ; teng al . ( 2003 ) ) , etc.résumer flux devenir domaine important permettre surveilleret d'enregistrer information fiables série observer . à jour , lamajorité algorithme domaine s'est concentrer résumer séparéset indépendant ( giannella al . ( 2003 ) ; zhu shasha ( 2002 ) ; chen al . ( 2002 ) ) , accorder série espace mémoire . toutefois , lagestion espace mémoire important flux donnéeset stratégie accorder quantité mémoire série n'est pasforcément approprier . dans article , considérons série doiventêtre compétition vis vis l'espace mémoire , selon besoin précision.ainsi , proposer : ( 1 ) stratégie gestion l'espace mémoireoptimisée ( 2 ) nouveau méthode résumer série temporelles approximation.dans but , observer l'erreur globale erreurslocales . la répartition mémoire suivre étape suivant : ( 1 ) recherchede séquence mieux représenter ( 2 ) recherche partie compresseren minimisant l'erreur . nos expérimentation donnée réelles montrentl'efficacité pertinence approche ."
687,Revue des Nouvelles Technologies de l'Information,EGC,2010,Regrouper les données textuelles et nommer les groupes à l'aide de classes recouvrantes,"Organiser les données textuelles et en tirer du sens est un défi majeuraujourd'hui. Ainsi, lorsque l'on souhaite analyser un débat en ligne ou unforum de discussion, on voudrait pouvoir rapidement voir quels sont les principauxthèmes abordés et la manière dont la discussion se structure autour d'eux.Pour cela, et parce que un même texte peut être associé à plusieurs thèmes, nousproposons une méthode originale pour regrouper les données textuelles en autorisantles chevauchements et pour nommer chaque groupe de manière lisible.La contribution principale de cet article est une méthode globale qui permet deréaliser toute la chaîne, partant des données textuelles brutes jusqu'à la caractérisationdes groupes à un niveau sémantique qui dépasse le simple ensemble demots.","Marian-Andrei Rizoiu, Julien Velcin, Jean-Hugues Chauchat",http://editions-rnti.fr/render_pdf.php?p1&p=1001361,http://editions-rnti.fr/render_pdf.php?p=1001361,regrouper donnée textuelles nommer groupe l'aide classe recouvrantes,"organiser donnée textuelles tirer sens défi majeuraujourd'hui . ainsi , lorsque l'on souhaiter analyser débat ligne unforum discussion , vouloir pouvoir rapidement voir principauxthèmes aborder manière dont discussion structure autour d'eux.pour , texte associer plusieurs thème , nousproposons méthode original regrouper donnée textuelles autorisantles chevauchement nommer groupe manière lisible.la contribution principale article méthode globale permettre deréaliser toute chaîne , partir donnée textuelles brute jusqu'à caractérisationdes groupe niveau sémantique dépasser simple ensemble demots ."
688,Revue des Nouvelles Technologies de l'Information,EGC,2010,Requêtes skyline avec prise en compte des préférences utilisateurs pour des données volumineuses,"Appréhender, parcourir des données ou des connaissances reste unetâche difficile en particulier lorsque les utilisateurs sont confrontés à de gros volumesde données. De nombreux travaux se sont intéressés à extraire des points""skylines"" comme outil de restitution. La prise en compte des préférences a retenul'attention des travaux les plus récents mais les solutions existantes restenttrès consommatrices en terme de stockage d'informations additionnelles afind'obtenir des délais raisonnables de réponse aux requêtes. Notre proposition,EC2Sky (Efficient computation of compromises), se focalise sur deux points :(1) comment répondre efficacement à des requêtes de type skyline en présencede préférences utilisateurs malgré de gros volumes de données (aussi bien enterme de dimensions que de préférences) ; (2) comment restituer les connaissancesles plus pertinentes en soulignant les compromis associés aux préférencesspécifiées.","Tassadit Bouadi, Sandra Bringay, Pascal Poncelet, Maguelonne Teisseire",http://editions-rnti.fr/render_pdf.php?p1&p=1001325,http://editions-rnti.fr/render_pdf.php?p=1001325,requête skyline priser compte préférence utilisateur donnée volumineuses,"appréhender , parcourir donnée connaissance rester unetâche difficile particulier lorsque utilisateur confronter gros volumesde donnée . de nombreux travaux intéresser extraire point '' skylines '' outil restitution . la prise compter préférence retenul'attention travaux plus récents solution existantes restenttrès consommateur terme stockage d'informations additionnelles afind'obtenir délai raisonnables réponse requête . notre proposition , ec2sky ( efficient computation of compromettre ) , focalise point : ( 1 ) répondre efficacement requête type skyline présencede préférence utilisateur malgré gros volume donnée ( bien enterme dimension préférence ) ; ( 2 ) restituer connaissancesles plus pertinentes souligner compromis associé préférencesspécifiées ."
689,Revue des Nouvelles Technologies de l'Information,EGC,2010,Résumé généraliste de flux de données,"Lorsque le volume des données est trop important pour qu'elles soient stockéesdans une base de données, ou lorsque leur fréquence de production est élevée, les Systèmesde Gestion de Flux de Données (SGFD) permettent de capturer des flux d'enregistrementsstructurés et de les interroger à la volée par des requêtes permanentes (exécutées de façoncontinue). Mais les SGFD ne conservent pas l'historique des flux qui est perdu à jamais.Cette communication propose une définition formelle de ce que devrait être un résumé généralistede flux de données. La notion de résumé généraliste est liée à la capacité de répondreà des requêtes variées et de réaliser des tâches variées de fouille de données, en utilisant lerésumé à la place du flux d'origine. Une revue de plusieurs approches de résumés est ensuiteréalisée dans le cadre de cette définition.","Christine Potier, Georges Hébrail",http://editions-rnti.fr/render_pdf.php?p1&p=1001301,http://editions-rnti.fr/render_pdf.php?p=1001301,résumer généraliste flux donnée,"lorsque volume donnée important qu'elles stockéesdans base donnée , lorsque fréquence production élevée , systèmesde gestion flux donnée ( sgfd ) permettre capturer flux d'enregistrementsstructurés interroger voler requête permanente ( exécuter façoncontinue ) . mai sgfd conserver l'historique flux perdre jamais.cette communication proposer définition formelle résumer généralistede flux donnée . la notion résumer généraliste lier capacité répondreà requête varier réaliser tâche variées fouille donnée , utiliser lerésumé place flux d'origine . une revue plusieurs approche résumer ensuiteréalisée cadre définition ."
690,Revue des Nouvelles Technologies de l'Information,EGC,2010,RSS Merger,,"Fekade Getahun, Richard Chbeir",http://editions-rnti.fr/render_pdf.php?p1&p=1001396,http://editions-rnti.fr/render_pdf.php?p=1001396,RSS Merger,
691,Revue des Nouvelles Technologies de l'Information,EGC,2010,SALINES : un automate au service de l'extraction de motifs séquentiels multidimensionnels,"Les entrepôts de données occupent aujourd'hui une place centrale dans le processus décisionnel.Outre leur consultation, une des finalités des entrepôts est de servir de socle aux techniquesde fouilles de données. Malheureusement, les approches existantes exploitent peu les particularitésdes entrepôts (multidimensionnalité, hiérarchies et données historiques). Parmi ces méthodes, l'extractionde motifs séquentiels multidimensionnels a récemment été étudiée. Nous montrons dans cetarticle que ces dernières ne tirent pas pleinement profit des hiérarchies et ne découvrent par conséquentqu'une partie seulement des motifs qualitativement intéressants. Nous proposons alors uneméthode d'extraction de motifs séquentiels multidimensionnels basée sur un automate et extrayantde nouveaux motifs. Les différentes expérimentations menées sur des jeux de données synthétiquesattestent des bonnes performances de notre proposition.","Yoann Pitarch, Lionel Vinceslas, Anne Laurent, Pascal Poncelet, Jean-Emile Symphor",http://editions-rnti.fr/render_pdf.php?p1&p=1001265,http://editions-rnti.fr/render_pdf.php?p=1001265,saline : automate service l'extraction motif séquentiels multidimensionnels,"les entrepôt donnée occuper aujourd'hui place centrale processus décisionnel.outre consultation , finalité entrepôt servir socle techniquesde fouille donnée . malheureusement , approche existantes exploiter particularitésdes entrepôt ( multidimensionnalité , hiérarchies donnée historique ) . parmi méthode , l'extractionde motif séquentiels multidimensionnels récemment étudier . nous montrer cetarticle dernier tirer pleinement profit hiérarchies découvrir conséquentqu'une partie motif qualitativement intéressants . nous proposer uneméthode d'extraction motif séquentiels multidimensionnels baser automate extrayantde motif . les différentes expérimentation mener jeu donnée synthétiquesattestent bonne performance proposition ."
692,Revue des Nouvelles Technologies de l'Information,EGC,2010,Sélection par entropie de descripteurs textuels pour la catégorisation de documents,,"Christophe Moulin, Christine Largeron",http://editions-rnti.fr/render_pdf.php?p1&p=1001406,http://editions-rnti.fr/render_pdf.php?p=1001406,sélection entropie descripteur textuels catégorisation document,
693,Revue des Nouvelles Technologies de l'Information,EGC,2010,Self-Clustering for Identification of Customer Purchase Behaviours,"La segmentation d'une base client peut avoir différents objectifs etplusieurs segmentation peuvent être utiles pour décrire les clients ou pour s'adapteravec les stratégies commerciales d'une entreprise. Dans ce papier, nous présentonsun schéma expérimental visant à proposer un ensemble de segmentationsalternatives. Ces segmentations sont produites sur des données réelles par latransformation des données initiales, la génération et la sélection de différentessegmentations.","Guillem Lefait, Gilles Goncalves, M. Tahar Kechadi",http://editions-rnti.fr/render_pdf.php?p1&p=1001273,http://editions-rnti.fr/render_pdf.php?p=1001273,Self-Clustering for Identification of Customer Purchase Behaviours,"la segmentation d'une base client différent objectif etplusieurs segmentation pouvoir utile décrire client s'adapteravec stratégie commercial d'une entreprise . dans papier , présentonsun schéma expérimental viser proposer ensemble segmentationsalternatives . ces segmentation produire donnée réelles latransformation donnée initiale , génération sélection différentessegmentations ."
694,Revue des Nouvelles Technologies de l'Information,EGC,2010,SequencesViewer : comment rendre accessible des motifs séquentiels de gènes trop nombreux,"Les techniques d'extraction de connaissances appliquées aux gros volumesde données, issus de l'analyse de puces ADN, permettent de découvrirdes connaissances jusqu'alors inconnues. Or, ces techniques produisent de trèsnombreux résultats, difficilement exploitables par les experts. Nous proposonsun outil dédié à l'accompagnement de ces experts dans l'appropriation et l'exploitationde ces résultats. Cet outil est basé sur trois techniques de visualisation(nuages, systèmes solaire et treemap) qui permettent aux biologistes d'appréhenderde grandes quantités de motifs séquentiels (séquences ordonnées de gènes).","Arnaud Sallaberry, Nicolas Pecheur, Sandra Bringay, Mathieu Roche, Maguelonne Teisseire",http://editions-rnti.fr/render_pdf.php?p1&p=1001322,http://editions-rnti.fr/render_pdf.php?p=1001322,sequencesviewer : rendre accessible motif séquentiels gène nombreux,"les technique d'extraction connaissance appliquer gros volumesde donnée , issir l'analyse puce adn , permettre découvrirdes connaissance jusqu'alors inconnu . or , technique produire trèsnombreux résultat , difficilement exploitables expert . nous proposonsun outil dédier l'accompagnement expert l'appropriation l'exploitationde résultat . cet outil baser trois technique visualisation ( nuage , système solaire treemap ) permettre biologiste d'appréhenderde grand quantité motif séquentiels ( séquence ordonnée gène ) ."
695,Revue des Nouvelles Technologies de l'Information,EGC,2010,SIAM: Système d'Indexation des Articles Médicaux,,"Jihen Majdoubi, Mohamed Tmar, Faïez Gargouri",http://editions-rnti.fr/render_pdf.php?p1&p=1001447,http://editions-rnti.fr/render_pdf.php?p=1001447,siam : système d'indexation article médicaux,
696,Revue des Nouvelles Technologies de l'Information,EGC,2010,Simplification de données de vol pour un stockage optimal et une visualisation accélérée,"Le projet RECORDS (collaboration entre industriels et université) apour objectif de développer une infrastructure de service sécurisée pour assurerle suivi et l'analyse des conditions d'utilisation d'aéronefs. Chaque aéronefest muni de capteurs. Au cours de chaque mission (vol) les données mesuréessont enregistrées localement. Ces dernières sont par la suite transférées dansune base de données centralisée à des fins d'analyse. Le problème rencontré estla grande quantité de données ainsi enregistrées, ce qui en rend l'exploitationdifficile. Dans cet article, nous proposons des techniques de compression et desimplification de données avec un taux de perte contrôlé. Nos expérimentationsmontrent des gains drastiques en volumétrie avec de très faibles pertes d'informations.Ceci représente une première étape avant d'appliquer des techniquesd'extraction de connaissances.","Ibrahim Chahid, Loic Martin, Sofian Maabout, Mohamed Mosbah",http://editions-rnti.fr/render_pdf.php?p1&p=1001324,http://editions-rnti.fr/render_pdf.php?p=1001324,simplification donnée vol stockage optimal visualisation accélérée,"le projet record ( collaboration entre industriel université ) apour objectif développer infrastructure service sécuriser assurerle suivre l'analyse condition d'utilisation d'aéronefs . chaque aéronefest munir capteur . au cour mission ( vol ) donnée mesuréessont enregistrer localement . ces dernier suite transférer dansune base donnée centralisée fin d'analyse . le problème rencontrer estla grand quantité donnée ainsi enregistrer , rendre l'exploitationdifficile . dans article , proposer technique compression desimplification donnée taux perte contrôler . nos expérimentationsmontrent gains drastique volumétrie faible perte d'informations.ceci représenter premier étape d'appliquer techniquesd'extraction connaissance ."
697,Revue des Nouvelles Technologies de l'Information,EGC,2010,SimTole,"La plateforme SimTOLE est dédiee a l'evaluation d'algorithmes d'alignement d'ontologies heterogenes et reparties a travers un reseau pair a pair (P2P). Cette plateforme permet de simuler un réseau P2P dans lequel chaque pair dispose de sa propre ontologie ainsi que des outils permettant l'alignement entre l'ontologie locale et une ontologie stockée sur un pair distant. Le developpement de cette plateforme s'inscrit dans le cadre de travaux de recherche étudiant l'impact de la topologie du réseau P2P dans le processus d'inférence de correspondances sémantiques. Durant cette démonstration, la plateforme simTole est présentée puis testée pour illustrer des scénarii montrant comment affiner le processus d'alignement d'ontologies dans un réseau P2P.","Nicolas Lumineau, Lionel Médini",http://editions-rnti.fr/render_pdf.php?p1&p=1001390,http://editions-rnti.fr/render_pdf.php?p=1001390,SimTole,"la plateforme simtole dédiee l'evaluation d'algorithmes d'alignement d'ontologies heterogenes repartir travers reseau pair pair ( p2p ) . cette plateforme permettre simuler réseau p2p lequel pair disposer propre ontologie ainsi outil permettre l'alignement entre l'ontologie locale ontologie stockée pair distant . le developpement plateforme s'inscrit cadre travaux recherche étudier l'impact topologie réseau p2p processus d'inférence correspondance sémantique . durant démonstration , plateforme simtole présenter puis tester illustrer scénarii montrer affiner processus d'alignement d'ontologies réseau p2p ."
698,Revue des Nouvelles Technologies de l'Information,EGC,2010,SoTree : Auto-organisation topologique et hiérarchique des données,"Nous proposons dans cet article d'introduire une nouvelle approche pour la classification non supervisée hiérarchique. Notre méthode nommée So-Tree consiste à construire, d'une manière autonome et simultanée, une partition topologique et hiérarchique des données. Chaque ”cluster” de la partition est associé à une cellule d'une grille 2D et est modélisé par un arbre, dont chaque noeud représente une donnée. Nous évaluerons les capacités et les performances de notre approche sur des données aux difficultés variables. Les résultats préliminaires obtenus sont encourageants et prometteurs pour continuer dans cette direction.","Mustapha Lebbah, Hanane Azzag",http://editions-rnti.fr/render_pdf.php?p1&p=1001358,http://editions-rnti.fr/render_pdf.php?p=1001358,sotree : auto-organisation topologique hiérarchique donnée,"nous proposer article d'introduire nouveau approche classification non supervisée hiérarchique . notre méthode so-tree consister construire , d'une manière autonome simultanée , partition topologique hiérarchique donnée . chaque ” cluster ” partition associer cellule d'une grille 2d modélisé arbre , dont noeud représenter donner . nous évaluer capacité performance approche donnée difficulté variable . les résultat préliminaire obtenir encourageants prometteurs continuer direction ."
699,Revue des Nouvelles Technologies de l'Information,EGC,2010,Sous-échantillonnage topographique par apprentissage semi-supervisé,"Plusieurs aspects pourraient influencer les systèmes d'apprentissage existants.Un de ces aspects est lié au déséquilibre des classes dans lequel le nombre d'observationsappartenant à une classe, dépasse fortement celui des observations dans les autresclasses. Dans ce type de cas assez fréquent, le système d'apprentissage a des difficultésau cours de la phase d'entraînement liées au déséquilibre inter-classe. Nous proposonsune méthode de sous-échantillonnage adaptatif pour traiter ce type de bases déséquilibrées.Le processus procède par le sous-échantillonnage des données majoritaires, guidépar les données minoritaires tout au long de la phase d'un apprentissage semi-supervisée.Nous utilisons comme modèle d'apprentissage les cartes auto-organisatrices. L'approcheproposée a été validée sur plusieurs bases de données en utilisant les arbres de décisioncomme classificateur avec une validation croisée. Les résultats expérimentaux ont montrédes performances très prometteuses.","Younès Bennani, Mustapha Lebbah",http://editions-rnti.fr/render_pdf.php?p1&p=1001277,http://editions-rnti.fr/render_pdf.php?p=1001277,sous-échantillonnage topographique apprentissage semi-supervisé,"plusieurs aspect pouvoir influencer système d'apprentissage existants.un aspect lié déséquilibre classe lequel nombre d'observationsappartenant classe , dépasser fortement celui observation autresclasses . dans type cas assez fréquent , système d'apprentissage difficultésau cour phase d'entraînement lier déséquilibre inter-classe . nous proposonsune méthode sous-échantillonnage adaptatif traiter type base déséquilibrées.le processus procéder sous-échantillonnage donnée majoritaire , guidépar donnée minoritaires long phase d'un apprentissage semi-supervisée.nous utilisons modèle d'apprentissage carte auto-organisatrices . l'approcheproposée valider plusieurs base donnée utiliser arbre décisioncomme classificateur validation croisée . les résultat expérimentaux montrédes performance prometteuses ."
700,Revue des Nouvelles Technologies de l'Information,EGC,2010,Suivi d'Automobiles par Classification Hiérarchique Ascendante,,"Abdelmalek Toumi, Christophe Osswald, Ali Khenchaf",http://editions-rnti.fr/render_pdf.php?p1&p=1001429,http://editions-rnti.fr/render_pdf.php?p=1001429,suivre d'automobiles classification hiérarchique ascendant,
701,Revue des Nouvelles Technologies de l'Information,EGC,2010,Système d'extraction des connaissances à partir des données temporelles basé sur les Réseaux Bayésiens Dynamiques,"Un grand nombre d'informations qui ont une structure complexeproviennent de diverses sources. Ces informations contiennent des connaissancestrès utiles pour l'aide à la décision. L'Extraction des Connaissances àpartir des Données (ECD), permet d'acquérir des informations pertinentes pourles systèmes interactifs d'aide à la décision (SIAD). Mais, dans plusieurs domaines,les données évoluent d'une manière dynamique et finissent par dépendrede plusieurs dimensions. Les Réseaux Bayésiens dynamiques (RBD)sont des modèles représentant des connaissances incertaines sur des phénomènescomplexes de processus dynamiques. Notre objectif revient à fixer lesmeilleures modèles de connaissances extraites par les RBD et à les utiliserpour la prise de décision dynamique. Ainsi, Nous proposons dans cet articleune démarche pour la mise en place d'un processus d'extraction des connaissancesà partir des données multidimensionnelles et temporelles.","Ghada Trabelsi, Mounir Ben Ayed, Adel M. Alimi",http://editions-rnti.fr/render_pdf.php?p1&p=1001299,http://editions-rnti.fr/render_pdf.php?p=1001299,système d'extraction connaissance partir donnée temporelles baser réseau bayésiens dynamique,"un grand nombre d'informations structure complexeproviennent diverses source . ces information contenir connaissancestrès utile l'aide décision . l'extraction connaissance àpartir donnée ( ecd ) , permettre d'acquérir information pertinentes pourles système interactifs d'aide décision ( siad ) . mai , plusieurs domaine , donnée évoluer d'une manière dynamique finir dépendrede plusieurs dimension . les réseau bayésiens dynamique ( rbd ) modèle représenter connaissance incertaines phénomènescomplexes processus dynamique . notre objectif revenir fixer lesmeilleures modèle connaissance extraire rbd utiliserpour prise décision dynamique . ainsi , nous proposer articleune démarche mettre place d'un processus d'extraction connaissancesà partir donnée multidimensionnelles temporelles ."
